"","reg","site","connectance","web asymmetry","links per species","number of compartments","compartment diversity","cluster coefficient","nestedness","NODF","weighted nestedness","weighted NODF","interaction strength asymmetry","specialisation asymmetry","linkage density","weighted connectance","Fisher alpha","Shannon diversity","interaction evenness","Alatalo interaction evenness","H2","number.of.species.HL","number.of.species.LL","mean.number.of.shared.partners.HL","mean.number.of.shared.partners.LL","cluster.coefficient.HL","cluster.coefficient.LL","weighted.cluster.coefficient.HL","weighted.cluster.coefficient.LL","niche.overlap.HL","niche.overlap.LL","togetherness.HL","togetherness.LL","C.score.HL","C.score.LL","V.ratio.HL","V.ratio.LL","discrepancy.HL","discrepancy.LL","extinction.slope.HL","extinction.slope.LL","robustness.HL","robustness.LL","functional.complementarity.HL","functional.complementarity.LL","partner.diversity.HL","partner.diversity.LL","generality.HL","vulnerability.LL","consumer_degree","consumer_normalised.degree","resource_degree","resource_normalised.degree"
"61","afr","Khaudum",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.75438596491228,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.02168250469306,7.91781116469009,0.8,0.897847217255959,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"62","afr","Kibale",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.75438596491228,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.966010345676653,8.16731081477953,0.8,0.899504624001198,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"63","afr","Kibira",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,8.91134458238885,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"64","afr","Kidepo Valley",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.205058717253839,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.55909132635929,8.78751847263765,0.67125,0.897817488697551,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"65","afr","Kilimanjaro",0.857142857142857,-0.555555555555556,1.33333333333333,1,NA,0.857142857142857,23.6444018100844,45.4545454545455,-0.886792452830188,0,0,NA,3.91666666666667,0.435185185185185,1073741872.66667,2.484906649788,0.941588733940186,1,0,2,7,5,1.42857142857143,0.857142857142857,0.857142857142857,0,NA,0.833333333333333,0.793650793650794,0,0,1,1,0,0.833333333333333,1,1,1.00127292788751,12.4569215360996,0.857142857142857,0.923768703240792,2.82842712474619,3.1380711874577,1.79175946922805,0.49510512897139,6,1.71428571428571,6,0.857142857142857,2,1
"66","afr","Kizigo",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.0958284814028345,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.54008596947465,8.03286512560778,0.67125,0.890575413682028,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"67","afr","Knysna",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"68","afr","Korup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","afr","Kourtiagou",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.88679245283019,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.04361326013973,5.51905123165269,0.75,0.86,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"70","afr","Kruger",0.857142857142857,-0.555555555555556,1.33333333333333,1,NA,0.857142857142857,23.6444018100844,45.4545454545455,-0.818181818181819,0,0,NA,3.91666666666667,0.435185185185185,1073741872.66667,2.484906649788,0.941588733940186,1,0,2,7,5,1.42857142857143,0.857142857142857,0.857142857142857,0,NA,0.833333333333333,0.793650793650794,0,0,1,1,0,0.833333333333333,1,1,0.956759330753982,13.5890724815299,0.857142857142857,0.928227303910546,2.82842712474619,3.1380711874577,1.79175946922805,0.49510512897139,6,1.71428571428571,6,0.857142857142857,2,1
"71","afr","Lac Fitri",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.248685199098422,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.47039590296863,4.2590345525984,0.643125,0.822222222222222,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"72","afr","Lac Tele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","afr","Lake Chilwa",1,-0.333333333333333,0.666666666666667,1,NA,1,NA,NA,NA,NA,NA,NA,1.5,0.5,268435505.000009,0.693147180559945,1,1,NA,1,2,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1,0,0,0.693147180559945,0,2,1,2,1,1,1
"74","afr","Lake Manyara",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.17241379310345,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,4.03408019865258,11.6254087528545,0.680357142857143,0.918193233915847,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"75","afr","Lake Mweru",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.724137931034481,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01244428935802,4.90390861971539,0.75,0.83,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"76","afr","Lake Nakuru",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.120801828732198,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,3.88872743921612,11.0696227804181,0.677142857142857,0.91636142700844,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"77","afr","Lake Rukwa",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.818181818181817,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.971226575648371,4.67252450665865,0.75,0.816666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"78","afr","Lefini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","afr","Lengwe",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.694915254237289,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.02597509391327,4.78541364245481,0.75,0.823333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"80","afr","Liwonde",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.639344262295083,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.990037184511782,5.02843180035139,0.75,0.836666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"81","afr","Lolldaiga",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.257825104872539,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,2.90014082439185,6.57756744284568,0.6435,0.875364193778576,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"82","afr","Lope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","afr","Luando",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.562500000000001,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.971797546851913,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"84","afr","Luengue Luiana",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.639344262295083,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00198773231302,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"85","afr","Madjoari",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.88679245283019,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.00824092580128,4.51287712155546,0.75,0.806666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"86","afr","Mago",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.180480536412739,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.38365807469543,7.71738328487456,0.65875,0.886884924463376,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"87","afr","Mahale Mountains",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.639344262295082,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.05929612376326,7.06242662474693,0.8,0.891217590275003,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"88","afr","Mahango",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.724137931034481,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.954651543965621,4.72829307527333,0.75,0.82,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"89","afr","Majete",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.785714285714287,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.949212670378021,4.84393503119817,0.75,0.826666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"90","afr","Mana Pools",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-1.22222222222222,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.9574943131235,4.31635865971176,0.75,0.793333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"91","afr","Manda",0.666666666666667,-0.142857142857143,1.14285714285714,1,NA,0.75,27.9998021561197,66.6666666666667,0.181669394435352,0,0,NA,2.625,0.375,2147483652,2.07944154167984,0.836828836953389,1,0,3,4,2,1.16666666666667,0.666666666666667,0.666666666666667,0,0,0.755555555555556,0.5,0.444444444444444,0,0.333333333333333,1,0.5,1.6,1,1,2.25607992283507,4.15809845485793,0.616875,0.811111111111111,3.41421356237309,4.24264068711929,0.963457252632055,0.549306144334055,2.66666666666667,2,3,0.75,2,0.666666666666667
"92","afr","Mandelia",0.733333333333333,-0.25,1.375,1,NA,0.8,27.6468489218914,61.5384615384615,0.204427533725354,0,0,NA,3.18181818181818,0.397727272727273,4294967301.5,2.39789527279837,0.885469284071026,1,0,3,5,3,1.5,0.733333333333333,0.733333333333333,0.4,1,0.821428571428572,0.6,0.5,0,0.333333333333333,1,0.5,1.71428571428571,1,1,3.09931620844267,6.15265502101196,0.6525,0.870944442457939,3.41421356237309,4.24264068711929,1.2904003369693,0.659167373200866,3.66666666666667,2.2,4,0.8,3,1
"93","afr","Manovo Gounda Saint Floris",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.75438596491228,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.04050876533325,6.96890555556088,0.8,0.890388886902384,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"94","afr","Maputo",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"95","afr","Mare aux Hippopotames",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"96","afr","Marromeu",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.75438596491228,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.993459827013603,5.15945312557361,0.75,0.843333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"97","afr","Marsabit",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.139392358847306,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.43401949419679,8.91592447472325,0.6625,0.898908748348654,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"98","afr","Masai Mara",0.80952380952381,-0.4,1.7,1,NA,0.857142857142857,22.5285800654513,50,0.0406753645433612,0,0,NA,4.23529411764706,0.423529411764706,4294967304.5,2.83321334405622,0.930593681607019,1,0,3,7,5,1.9047619047619,0.809523809523809,0.80952380952381,0.679245283018868,1,0.883838383838384,0.714285714285714,0.555555555555556,0,0.333333333333333,1,0.5,1.81818181818182,1,1,3.73254933124985,13.0618421522893,0.673928571428571,0.925005724435,3.41421356237309,4.24264068711929,1.7309856169634,0.784723063334364,5.66666666666667,2.42857142857143,6,0.857142857142857,3,1
"99","afr","Massif du Ziama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","afr","Matobo",1,-0.5,0.75,1,NA,1,NA,NA,NA,NA,NA,NA,2,0.5,536870956.16667,1.09861228866811,1,1,NA,1,3,NA,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,0,NA,1.11914119131633,NA,0.75,0,0,1.09861228866811,0,3,1,3,1,1,1
"101","afr","Matusadona",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.88679245283019,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.978668892093766,4.96538851361663,0.75,0.833333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"102","afr","Mavinga",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.666666666666666,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.01033872223788,5.36933664662249,0.75,0.853333333333333,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"103","afr","Mbam et Djerem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","afr","Meru",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.205250165572881,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.47064970808841,7.4541470349733,0.6675,0.883769842526946,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"105","afr","Mikumi",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.666666666666667,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.985195270128469,7.57253038258767,0.8,0.895361107138101,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"106","afr","Mocamedes",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.923076923076922,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,1.0079928380278,5.22756244037956,0.75,0.846666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"107","afr","Mont Fouari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","afr","Mount Assirik",0.75,-0.333333333333333,1,1,NA,0.75,37.8027650349307,57.1428571428571,-0.562500000000001,0,0,NA,2.33333333333333,0.388888888888889,1073741869.66667,1.79175946922805,0.861654166907052,1,0,2,4,2,1,0.75,0.75,0,NA,0.666666666666667,0.611111111111111,0,0,1,1,0,0.666666666666667,1,1,0.954822736323608,5.02843180035139,0.75,0.836666666666667,2.82842712474619,3.2761423749154,1.09861228866811,0.346573590279973,3,1.5,3,0.75,1.5,0.75
"109","afr","Mount Elgon",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.199320635690888,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.37423681838359,8.54482462711238,0.65625,0.895575414482004,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"110","afr","Mount Kenya",0.777777777777778,-0.333333333333333,1.55555555555556,1,NA,0.833333333333333,25.4219910201998,55.5555555555556,0.198250728862973,0,0,NA,3.71428571428571,0.412698412698413,4294967303,2.63905732961526,0.91305117495895,1,0,3,6,4,1.73333333333333,0.777777777777778,0.777777777777778,0.580645161290323,1,0.859259259259259,0.666666666666667,0.533333333333333,0,0.333333333333333,1,0.5,1.77777777777778,1,1,3.42510348171061,9.03492825386873,0.67,0.899920659491318,3.41421356237309,4.24264068711929,1.5350567286627,0.732408192445406,4.66666666666667,2.33333333333333,5,0.833333333333333,3,1
"111","afr","Mount Nimba Strict",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","afr","Mudumu",0.833333333333333,-0.5,1.25,1,NA,0.833333333333333,28.2729422639676,50,-0.785714285714285,0,0,NA,3.4,0.425,2147483653,2.30258509299405,0.926628408029127,1,0,2,6,4,1.33333333333333,0.833333333333333,0.833333333333333,0,NA,0.8,0.755555555555556,0,0,1,1,0,0.8,1,1,0.972050297011531,10.6938842643562,0.833333333333333,0.91194943177537,2.82842712474619,3.16568542494924,1.6094379124341,0.462098120373297,5,1.66666666666667,5,0.833333333333333,2,1
"113","afr","Mupa",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.75438596491228,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,1.04772452498624,7.06242662474693,0.8,0.891217590275003,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
"114","afr","Murchison Falls",0.8,-0.428571428571429,1.14285714285714,1,NA,0.8,33.2467561778637,54.5454545454545,-0.960784313725491,0,0,NA,2.875,0.410714285714286,2147483652,2.07944154167984,0.903089986991943,1,0,2,5,3,1.2,0.8,0.8,0,NA,0.75,0.7,0,0,1,1,0,0.75,1,1,0.97832165466538,6.78940721005471,0.8,0.888731741646128,2.82842712474619,3.20710678118655,1.38629436111989,0.415888308335967,4,1.6,4,0.8,2,1
